x,underlying,y
-0.20660326,9.979132,10.177418
-0.20560275,9.995665,9.136928
-0.20460226,10.012136,10.4535265
-0.20360175,10.028548,9.434006
-0.20260125,10.044899,9.960206
-0.20160075,10.061189,9.607648
-0.20060025,10.077417,10.251684
-0.19959974,10.093582,10.216918
-0.19859925,10.109685,10.512026
-0.19759874,10.125723,10.214284
-0.19659825,10.141699,10.521217
-0.19559774,10.15761,9.748037
-0.19459724,10.173455,9.958092
-0.19359674,10.189236,9.891377
-0.19259624,10.204948,9.839405
-0.1915958,10.220595,9.356959
-0.1905953,10.236176,10.62204
-0.18959479,10.251688,9.854626
-0.1885943,10.267133,9.954654
-0.18759379,10.282509,9.776335
-0.1865933,10.297815,10.161702
-0.18559279,10.313052,10.233316
-0.18459229,10.328218,10.654572
-0.18359178,10.343315,10.596728
-0.18259129,10.358339,10.147996
-0.18159078,10.373293,10.510675
-0.18059029,10.388174,9.356648
-0.17958978,10.402983,10.838841
-0.17858928,10.417717,10.022616
-0.17758878,10.432379,10.944074
-0.17658828,10.446966,10.218631
-0.17558777,10.461478,10.285855
-0.17458728,10.475916,10.761266
-0.17358677,10.490277,10.232525
-0.17258628,10.504563,9.838144
-0.17158577,10.518772,10.606347
-0.17058527,10.532904,9.769632
-0.16958477,10.546959,10.30114
-0.16858427,10.560935,11.309784
-0.16758376,10.574833,10.430627
-0.16658327,10.588652,10.370602
-0.16558276,10.602391,10.368842
-0.16458227,10.616051,11.362207
-0.16358176,10.62963,10.7833395
-0.16258126,10.643128,10.709206
-0.16158076,10.656546,11.151403
-0.16058026,10.669881,10.920626
-0.15957975,10.683134,10.463448
-0.15857926,10.696304,11.1958275
-0.15757875,10.709391,10.109232
-0.15657826,10.722395,10.588961
-0.15557775,10.735315,10.693541
-0.15457726,10.74815,11.299815
-0.15357675,10.7609005,10.561746
-0.15257625,10.773565,11.089291
-0.15157574,10.786144,10.058251
-0.15057525,10.798637,10.855289
-0.14957474,10.811044,11.319223
-0.14857425,10.823362,11.221155
-0.14757374,10.835595,11.495686
-0.14657325,10.847738,10.738025
-0.14557274,10.859795,10.970753
-0.14457224,10.87176,10.577598
-0.14357173,10.883638,11.151443
-0.14257124,10.895426,10.886653
-0.14157073,10.907124,12.292332
-0.14057024,10.918732,11.040826
-0.13956973,10.930247,10.857124
-0.13856924,10.941672,10.516654
-0.13756873,10.953007,11.267158
-0.13656823,10.964248,11.455686
-0.13556778,10.975396,11.759806
-0.13456729,10.986452,10.50773
-0.13356678,10.997416,11.034561
-0.13256629,11.008285,9.803425
-0.13156578,11.019059,11.248491
-0.13056529,11.02974,11.887262
-0.12956478,11.040325,10.36462
-0.12856428,11.050816,10.2486
-0.12756377,11.061211,10.994456
-0.12656328,11.07151,11.198294
-0.12556277,11.081713,11.510433
-0.12456227,11.091819,11.035009
-0.12356177,11.101828,11.459545
-0.122561276,11.111739,10.637598
-0.121560775,11.121553,11.5436735
-0.12056027,11.131268,10.586148
-0.119559765,11.140884,10.787086
-0.11855926,11.150402,11.2883215
-0.11755876,11.1598215,11.129149
-0.11655826,11.16914,10.778486
-0.11555776,11.178359,12.640931
-0.114557266,11.187478,10.648984
-0.113556765,11.196496,11.8935375
-0.112556264,11.205414,11.821927
-0.111555755,11.21423,11.190356
-0.110555254,11.222942,10.609836
-0.10955475,11.231555,11.846344
-0.10855425,11.240065,10.777939
-0.10755375,11.248471,10.372013
-0.10655326,11.256775,10.629674
-0.105552755,11.264976,10.757507
-0.104552254,11.273073,11.76919
-0.103551745,11.281066,10.377152
-0.102551244,11.288955,10.829369
-0.10155074,11.296739,11.622229
-0.10055024,11.304418,11.437113
-0.09954974,11.311992,11.420914
-0.09854925,11.31946,12.329373
-0.097548746,11.326822,11.648834
-0.096548244,11.33408,11.307819
-0.095547736,11.34123,10.736547
-0.094547234,11.348272,10.679568
-0.09354673,11.355209,10.527552
-0.09254623,11.362039,11.348497
-0.09154573,11.368761,10.583505
-0.09054524,11.375374,12.759343
-0.089544736,11.38188,11.922586
-0.088544235,11.388277,11.219601
-0.087543726,11.394566,10.540082
-0.086543225,11.400745,10.967824
-0.08554272,11.406815,11.752627
-0.08454222,11.412775,10.997995
-0.08354172,11.418627,10.821754
-0.08254123,11.424368,11.285192
-0.081540726,11.429998,11.673944
-0.080540225,11.435518,12.269312
-0.079539716,11.4409275,11.4699955
-0.078539215,11.446226,11.502118
-0.077538714,11.451414,11.494812
-0.07653821,11.45649,11.632553
-0.07553771,11.461453,11.366624
-0.07453722,11.466305,11.305097
-0.07353672,11.471045,11.438408
-0.072536215,11.475672,11.566109
-0.07153571,11.480186,12.689032
-0.070535205,11.484589,11.872364
-0.069534704,11.488876,11.221585
-0.0685342,11.493052,13.040863
-0.0675337,11.497113,11.536058
-0.06653321,11.501061,10.978602
-0.06553271,11.504895,11.0225725
-0.064532205,11.508615,11.855579
-0.06353176,11.51222,12.267229
-0.062531255,11.515711,12.19238
-0.061530754,11.519087,10.571153
-0.060530256,11.5223465,11.310888
-0.059529755,11.525494,12.075523
-0.058529254,11.528523,11.835714
-0.057528757,11.531438,10.835918
-0.056528255,11.534237,11.613654
-0.055527747,11.536921,11.860743
-0.054527245,11.539487,11.509178
-0.053526744,11.541937,10.61998
-0.052526247,11.544272,11.071315
-0.051525746,11.54649,10.977079
-0.050525244,11.54859,11.554137
-0.049524747,11.550574,11.099627
-0.048524246,11.552442,11.28378
-0.047523737,11.554192,12.409115
-0.046523236,11.555822,11.094122
-0.045522735,11.557338,11.024821
-0.044522237,11.558734,12.146083
-0.043521736,11.560013,11.763299
-0.042521235,11.561174,10.75356
-0.041520737,11.562218,11.983302
-0.040520236,11.563142,12.406028
-0.039519727,11.563948,10.87292
-0.038519226,11.564636,11.661583
-0.037518725,11.565205,11.637027
-0.036518227,11.565655,11.722231
-0.035517726,11.565987,11.25512
-0.034517225,11.566199,12.171671
-0.033516727,11.566293,11.134233
-0.032516226,11.566267,11.221793
-0.031515718,11.566121,11.163866
-0.030515216,11.565857,11.56885
-0.029514717,11.565472,12.300041
-0.028514218,11.564968,11.55052
-0.027513716,11.564344,11.675364
-0.026513215,11.5636015,11.222383
-0.025512716,11.562738,11.552698
-0.024512216,11.561754,11.6196375
-0.023511708,11.560651,11.821919
-0.022511207,11.559427,10.769632
-0.021510707,11.558084,12.219208
-0.020510208,11.55662,11.825537
-0.019509707,11.555035,11.091051
-0.018509205,11.553329,10.86921
-0.017508706,11.551504,11.379283
-0.016508207,11.549559,11.607047
-0.015507698,11.547491,12.386661
-0.014507198,11.545303,11.523123
-0.0135066975,11.542995,12.012595
-0.012506197,11.540566,12.712204
-0.011505697,11.538017,11.232202
-0.010505197,11.535346,11.416381
-0.009504696,11.532555,11.807761
-0.008504196,11.529642,11.287562
-0.007503748,11.526609,10.848529
-0.0065032477,11.523455,11.522454
-0.0055027474,11.52018,11.266496
-0.004502247,11.516783,11.570517
-0.0035017468,11.513265,11.672751
-0.0025012465,11.509626,11.12008
-0.0015007462,11.505867,12.102833
-0.00050024595,11.501986,11.896289
0.0005002022,11.497984,11.750442
0.0015007025,11.49386,11.744625
0.0025012027,11.489616,11.953713
0.003501703,11.485251,11.06034
0.0045022033,11.480764,11.458282
0.0055027036,11.476156,11.32743
0.006503204,11.471429,11.635448
0.007503704,11.466579,11.216962
0.008504212,11.461608,11.708661
0.009504712,11.456516,11.630241
0.0105052125,11.4513035,11.842254
0.011505713,11.445969,10.529971
0.012506213,11.440515,11.256247
0.013506713,11.434938,11.45245
0.014507214,11.429242,11.4211235
0.015507714,11.423425,11.679324
0.016508222,11.417486,11.314874
0.017508723,11.411427,11.573975
0.018509222,11.405248,12.091022
0.019509722,11.398947,11.555344
0.020510223,11.392526,11.654606
0.021510724,11.385984,10.926474
0.022511223,11.379322,11.875507
0.023511723,11.3725395,12.009692
0.024512231,11.365637,10.513017
0.025512733,11.358614,11.752014
0.026513232,11.351471,12.436496
0.027513731,11.344207,11.581146
0.028514232,11.336824,10.935965
0.029514734,11.32932,10.981782
0.030515233,11.321697,11.040414
0.031515732,11.313953,10.5736
0.03251624,11.306091,11.745768
0.033516742,11.298108,11.002536
0.034517244,11.290007,10.155282
0.03551774,11.281785,11.756827
0.036518242,11.273445,11.106191
0.037518743,11.264984,12.123269
0.03851924,11.256406,11.772966
0.039519742,11.247708,11.408307
0.04052025,11.238892,11.652663
0.041520752,11.229956,11.297599
0.042521253,11.2209015,11.1972
0.04352175,11.211729,11.375214
0.044522252,11.202438,10.536601
0.045522753,11.193029,11.36778
0.04652325,11.183502,10.585425
0.04752375,11.173857,11.542922
0.0485242,11.164095,11.040982
0.049524702,11.154215,11.040062
0.050525203,11.144217,10.504274
0.0515257,11.134102,11.455937
0.052526202,11.123869,11.1714
0.053526703,11.11352,10.709486
0.0545272,11.103053,11.12018
0.055527702,11.09247,10.491394
0.05652821,11.08177,11.621177
0.05752871,11.070954,11.655866
0.058529213,11.060022,10.470269
0.05952971,11.048974,11.344632
0.06053021,11.037809,11.314077
0.061530713,11.026529,10.691173
0.06253121,11.015135,10.906017
0.06353171,11.003624,11.239141
0.06453222,10.991999,9.879059
0.06553272,10.980257,11.700153
0.06653322,10.968403,10.074692
0.067533724,10.956432,11.166852
0.068534225,10.944348,11.761445
0.06953472,10.93215,10.4391365
0.07053522,10.919838,11.851993
0.07153572,10.907413,11.622422
0.07253623,10.894873,11.782927
0.07353673,10.88222,12.227139
0.07453723,10.869454,11.063355
0.075537734,10.856576,10.472054
0.076538235,10.843585,11.366369
0.07753873,10.8304825,10.234815
0.07853923,10.817266,10.036873
0.07953973,10.803939,10.904976
0.08054024,10.7905,11.396593
0.08154074,10.776949,11.050147
0.08254124,10.763288,10.795523
0.08354174,10.749516,11.313276
0.084542245,10.735632,10.114209
0.08554274,10.721638,9.898659
0.08654324,10.707535,10.855744
0.08754374,10.69332,9.913548
0.08854425,10.678997,11.587157
0.08954475,10.664564,10.9379635
0.09054525,10.6500225,10.540651
0.09154575,10.63537,10.253895
0.092546254,10.620611,11.2657
0.09354675,10.605743,11.0731325
0.09454725,10.590768,11.414526
0.09554775,10.575684,10.042765
0.09654826,10.560493,10.71143
0.09754876,10.545195,10.948605
0.09854926,10.529789,10.463937
0.09954976,10.514277,10.4276495
0.100550264,10.498659,9.713466
0.10155076,10.482935,9.256098
0.10255126,10.467106,10.035306
0.10355176,10.451171,10.634847
0.10455227,10.43513,10.2210245
0.10555277,10.418985,10.181881
0.10655327,10.402735,11.275222
0.10755377,10.386381,9.618517
0.108554274,10.369924,10.333738
0.10955477,10.353362,10.230052
0.11055527,10.336699,9.713435
0.11155577,10.319931,9.863995
0.11255622,10.303061,9.95657
0.11355672,10.286089,10.594219
0.11455722,10.269014,10.257793
0.11555772,10.251839,9.955091
0.116558224,10.234562,10.867772
0.11755872,10.217184,9.741462
0.11855922,10.199706,11.424097
0.11955972,10.182127,9.549628
0.12056023,10.164448,9.46544
0.12156073,10.14667,10.155196
0.12256123,10.128793,10.835938
0.12356173,10.110817,9.852959
0.12456223,10.092743,9.798696
0.12556273,10.07457,9.335602
0.12656324,10.056299,9.2896595
0.12756373,10.037931,10.212934
0.12856424,10.019467,9.847201
0.12956473,10.000906,10.141627
0.13056524,9.982248,9.943484
0.13156573,9.963495,9.546604
0.13256624,9.944646,9.717472
0.13356674,9.925701,9.282186
0.13456725,9.906663,9.718061
0.13556774,9.887529,9.735918
0.13656825,9.868302,9.923632
0.13756874,9.848982,9.014143
0.13856925,9.829568,9.756747
0.13956974,9.8100605,9.5259495
0.14057025,9.790462,9.933945
0.14157075,9.770771,9.926816
0.14257126,9.750988,9.940963
0.14357175,9.731113,9.076618
0.14457226,9.711149,9.978526
0.14557275,9.691094,10.202697
0.14657326,9.67095,10.091171
0.14757375,9.650715,9.250333
0.14857426,9.630391,9.237961
0.14957476,9.60998,10.161621
0.15057527,9.5894785,9.330308
0.15157576,9.56889,9.728887
0.15257627,9.548213,9.593001
0.15357676,9.527451,9.533928
0.15457727,9.506601,9.106166
0.15557776,9.485665,9.9636545
0.15657827,9.4646435,8.916397
0.15757877,9.443538,9.323193
0.15857928,9.422346,10.46961
0.15957977,9.40107,9.103009
0.16058028,9.37971,9.049375
0.16158077,9.358267,8.595536
0.16258128,9.3367405,7.5831804
0.16358177,9.315131,9.669522
0.16458228,9.29344,9.0643215
0.16558278,9.2716675,9.480719
0.16658328,9.249813,9.004432
0.16758378,9.227879,9.379249
0.16858429,9.205863,9.352282
0.16958478,9.183767,8.789251
0.17058529,9.161593,8.811732
0.17158578,9.13934,8.9069805
0.17258629,9.117008,9.251461
0.17358679,9.094598,9.14548
0.1745873,9.07211,9.1349325
0.17558779,9.049547,8.990071
0.17658824,9.026907,9.086903
0.17758873,9.00419,8.783185
0.17858924,8.981398,8.663657
0.17958973,8.958529,8.573109
0.18059024,8.935587,9.601734
0.18159074,8.912571,8.635253
0.18259124,8.889481,8.497367
0.18359174,8.866317,8.47713
0.18459225,8.8430805,8.747158
0.18559274,8.819773,9.767913
0.18659325,8.796392,8.121183
0.18759374,8.772942,8.143932
0.18859425,8.74942,9.825475
0.18959475,8.725828,9.076819
0.19059525,8.702166,9.089581
0.19159575,8.678435,8.705868
0.19259626,8.654635,8.967436
0.19359675,8.630768,8.778784
0.19459726,8.6068325,8.80234
0.19559775,8.58283,8.633182
0.19659826,8.558762,7.915714
0.19759876,8.534626,7.874033
0.19859926,8.510426,8.045222
0.19959976,8.48616,8.971929
0.20060027,8.461829,9.478693
0.20160076,8.437435,7.7179832
0.20260127,8.412977,8.77695
0.20360176,8.388456,8.153916
0.20460227,8.363874,8.088268
0.20560277,8.339229,8.149214
0.20660327,8.314523,8.700953
0.20760377,8.289755,9.271694
0.20860428,8.264927,7.8538074
0.20960477,8.24004,8.848763
0.21060528,8.215093,8.334105
0.21160577,8.190088,9.74942
0.21260628,8.165024,7.966375
0.21360677,8.139904,8.387503
0.21460728,8.114725,7.534025
0.21560778,8.089491,6.9570208
0.21660829,8.0642,7.8063636
0.21760878,8.038855,7.7490263
0.21860929,8.0134535,8.4398985
0.21960978,7.9879985,7.613167
0.22061029,7.962489,7.7753153
0.22161078,7.9369273,8.642078
0.2226113,7.9113126,7.806767
0.22361179,7.885646,7.678822
0.2246123,7.8599277,7.8894787
0.22561279,7.834158,7.3094573
0.2266133,7.808338,8.132065
0.22761379,7.782469,7.219537
0.2286143,7.75655,8.088552
0.2296148,7.7305827,6.8543434
0.2306153,7.704566,6.806162
0.2316158,7.678503,7.1830196
0.2326163,7.652393,7.629868
0.2336168,7.626236,7.0188484
0.23461731,7.6000338,6.394968
0.2356178,7.5737853,8.346619
0.23661831,7.547493,7.768896
0.2376188,7.521156,6.4543285
0.23861931,7.494776,7.066234
0.2396198,7.4683523,8.358419
0.24062026,7.441888,6.568421
0.24162075,7.41538,7.317979
0.24262126,7.388831,7.0913596
0.24362175,7.362242,7.0315404
0.24462226,7.3356123,7.4970145
0.24562275,7.3089437,7.5110774
0.24662326,7.282235,7.322588
0.24762376,7.2554893,7.3803983
0.24862427,7.2287045,6.568264
0.24962476,7.201884,6.3515244
0.25062525,7.1750264,7.2296023
0.25162578,7.148132,8.514691
0.25262627,7.121203,7.2354293
0.25362676,7.094239,7.3561773
0.25462726,7.067241,6.900565
0.25562778,7.040209,7.9988165
0.25662827,7.0131445,5.6295614
0.25762877,6.9860477,7.369624
0.25862926,6.958919,6.6277843
0.2596298,6.9317584,7.006304
0.26063028,6.9045677,7.854104
0.26163077,6.877347,7.9632854
0.26263127,6.8500967,6.2222385
0.2636318,6.822818,6.8997
0.26463228,6.7955112,6.0369287
0.26563278,6.7681766,6.6177416
0.26663327,6.740815,7.290048
0.2676338,6.7134266,5.9284215
0.2686343,6.6860123,6.559577
0.26963478,6.658574,6.7082343
0.27063528,6.63111,6.265541
0.2716358,6.6036224,6.4144897
0.2726363,6.576112,6.586635
0.2736368,6.548578,6.011351
0.27463728,6.5210223,6.5472097
0.2756378,6.493444,5.11542
0.2766383,6.465846,6.7878184
0.2776388,6.4382286,6.0520415
0.2786393,6.4105897,6.735274
0.2796398,6.382932,5.858162
0.2806403,6.3552566,6.099743
0.2816408,6.327564,5.894547
0.2826413,6.2998524,6.6585326
0.28364182,6.2721243,6.294374
0.2846423,6.244381,6.137612
0.2856428,6.2166224,6.008875
0.2866433,6.1888494,5.462925
0.28764382,6.1610603,6.9515224
0.2886443,6.13326,6.5984907
0.2896448,6.1054454,5.843667
0.2906453,6.0776186,5.522262
0.29164582,6.049781,5.9251547
0.29264632,6.0219316,5.966588
0.2936468,5.994072,5.889949
0.2946473,5.9662023,6.3557816
0.29564783,5.938323,7.3990564
0.29664832,5.9104366,6.506686
0.29764882,5.8825407,5.4618406
0.2986493,5.854638,4.6613626
0.29964983,5.8267283,5.6031227
0.30065033,5.7988133,6.389423
0.30165082,5.7708926,4.6455154
0.30265132,5.7429667,6.4650173
0.30365184,5.7150364,5.9142523
0.30465227,5.6871047,5.386841
0.30565277,5.659168,5.5803614
0.30665326,5.6312284,6.2795305
0.30765378,5.6032877,6.3045597
0.30865428,5.5753455,5.355983
0.30965477,5.5474043,5.780856
0.31065527,5.5194616,5.4847946
0.3116558,5.4915195,5.06938
0.31265628,5.4635797,4.988929
0.31365678,5.435642,5.147956
0.31465727,5.4077067,5.8601904
0.3156578,5.3797727,5.8909206
0.3166583,5.3518453,5.517317
0.31765878,5.323921,5.0478864
0.31865928,5.296002,6.625391
0.3196598,5.2680883,5.668981
0.3206603,5.2401814,4.704897
0.3216608,5.2122827,5.0142994
0.32266128,5.18439,5.1717143
0.3236618,5.1565056,4.9521003
0.3246623,5.12863,4.7529035
0.3256628,5.1007648,5.7138996
0.3266633,5.0729094,5.204185
0.3276638,5.045064,5.3328924
0.3286643,5.0172305,5.506968
0.3296648,4.9894085,5.026513
0.3306653,4.9615993,4.679836
0.3316658,4.933804,4.988365
0.3326663,4.9060216,5.2039723
0.3336668,4.878254,3.6231115
0.3346673,4.850502,5.258007
0.33566782,4.8227644,5.239426
0.3366683,4.795044,5.1787434
0.3376688,4.7673407,5.399473
0.3386693,4.739654,4.199673
0.33966982,4.7119856,4.6489344
0.34067032,4.6843367,4.5069604
0.3416708,4.656707,4.537124
0.3426713,4.629097,5.1383314
0.34367183,4.601507,4.4792566
0.34467232,4.5739393,4.302032
0.34567282,4.546393,3.1314244
0.3466733,4.51887,3.9452755
0.34767383,4.4913683,5.272131
0.34867433,4.463892,4.2850056
0.34967482,4.436439,4.046853
0.3506753,4.409012,4.3069053
0.35167584,4.381609,4.7127104
0.35267633,4.354233,3.371723
0.35367683,4.3268843,4.3726645
0.35467732,4.2995625,2.9382591
0.35567784,4.2722683,4.9350777
0.35667834,4.2450027,4.7793875
0.35767883,4.217767,4.404609
0.35867932,4.1905613,3.3293054
0.35967985,4.1633844,4.2429514
0.36068034,4.13624,3.3588684
0.36168084,4.109126,3.987773
0.36268133,4.0820456,4.793722
0.36368185,4.0549974,4.1179914
0.36468235,4.027983,4.1397185
0.36568284,4.0010023,4.028266
0.36668333,3.9740562,3.8555186
0.36768386,3.9471455,3.3400214
0.3686843,3.920272,2.9477382
0.3696848,3.8934338,4.204146
0.37068528,3.8666325,3.901059
0.3716858,3.839869,4.0938044
0.3726863,3.8131435,3.751098
0.3736868,3.786457,3.7178655
0.37468728,3.7598104,3.376666
0.3756878,3.7332022,4.0791836
0.3766883,3.7066367,4.2083635
0.3776888,3.6801114,3.230009
0.3786893,3.6536286,3.6051292
0.3796898,3.6271865,3.57828
0.3806903,3.6007886,3.8945038
0.3816908,3.5744352,2.9954479
0.3826913,3.5481248,3.039866
0.38369182,3.5218592,3.1146069
0.3846923,3.4956388,3.912045
0.3856928,3.4694648,4.105283
0.3866933,3.443338,2.7330294
0.38769382,3.4172564,3.2179022
0.38869432,3.3912246,3.4405491
0.3896948,3.3652396,3.6096296
0.3906953,3.3393042,3.8520553
0.39169583,3.313418,3.1092405
0.39269632,3.2875817,3.432389
0.3936968,3.2617962,3.0623024
0.3946973,3.2360616,4.1584578
0.39569783,3.210379,3.3897848
0.39669833,3.1847482,2.3874595
0.39769882,3.1591706,4.063734
0.3986993,3.1336472,3.0067801
0.39969984,3.1081767,2.9048638
0.40070033,3.0827618,3.8585796
0.40170082,3.057401,3.252227
0.40270132,3.0320966,3.0280445
0.40370184,3.0068483,2.363092
0.40470234,2.9816566,2.7167969
0.40570283,2.9565227,2.9032564
0.40670332,2.9314468,2.9490705
0.40770385,2.9064295,3.4413893
0.40870434,2.881471,2.2289512
0.40970483,2.8565717,2.3000865
0.41070533,2.831733,2.8387296
0.41170585,2.806954,2.1118855
0.41270635,2.7822387,1.676972
0.41370684,2.757584,2.0542562
0.41470733,2.7329912,3.304561
0.41570786,2.7084608,3.0578287
0.41670835,2.6839945,2.6523843
0.41770884,2.6595938,3.1346376
0.41870934,2.6352563,3.5515835
0.41970986,2.6109831,1.4925475
0.42071036,2.5867763,2.9221587
0.42171085,2.5626357,3.0840428
0.42271134,2.5385633,1.9403027
0.42371187,2.514556,2.6947317
0.42471236,2.4906168,2.9058745
0.42571285,2.4667463,3.829944
0.42671335,2.442945,2.0836797
0.42771387,2.4192123,2.4321265
0.42871436,2.3955505,1.9393699
0.42971486,2.3719585,2.8137126
0.43071535,2.3484378,2.6751456
0.43171588,2.3249876,2.0654063
0.4327163,2.301612,2.460106
0.4337168,2.2783072,2.066508
0.4347173,2.255076,1.5147309
0.43571782,2.2319167,2.0220826
0.4367183,2.2088318,1.8402021
0.4377188,2.1858225,2.4799874
0.4387193,2.1628869,2.2375689
0.43971983,2.140028,1.6524084
0.44072032,2.117245,1.0111549
0.4417208,2.0945382,1.9805511
0.4427213,2.0719087,2.5413609
0.44372183,2.049357,2.4103727
0.44472232,2.0268826,2.1265962
0.44572282,2.004488,1.5527885
0.4467233,1.9821718,2.7166
0.44772384,1.9599352,1.6140448
0.44872433,1.937778,1.3905706
0.44972482,1.9157019,1.6248915
0.45072532,1.893707,1.5065321
0.45172584,1.871793,1.5756929
0.45272633,1.8499622,1.5397563
0.45372683,1.8282132,2.4189725
0.45472732,1.8065462,2.3496902
0.45572785,1.7849631,2.0689948
0.45672834,1.7634645,1.957368
0.45772883,1.7420506,1.3571243
0.45872933,1.720721,1.615446
0.45972985,1.699476,1.0374348
0.46073034,1.6783175,1.3684127
0.46173084,1.6572447,1.8179862
0.46273133,1.6362605,0.7853393
0.46373186,1.6153612,1.2346444
0.46473235,1.5945504,0.56831396
0.46573284,1.573827,1.5651095
0.46673334,1.5531931,1.2077488
0.46773386,1.5326476,2.0157442
0.46873435,1.5121918,1.3806106
0.46973485,1.491826,0.63024044
0.47073534,1.4715502,1.7160332
0.47173586,1.4513652,1.2289269
0.47273636,1.4312711,0.8364507
0.47373685,1.4112694,0.12910008
0.47473735,1.3913589,1.9650016
0.47573787,1.3715417,1.3523818
0.47673836,1.3518167,1.102835
0.47773886,1.332186,1.6684016
0.47873935,1.3126483,0.8467972
0.47973987,1.293205,1.366546
0.48074037,1.2738564,1.0099138
0.48174086,1.2546029,0.49634898
0.48274136,1.2354448,1.3485606
0.48374188,1.2163823,1.0778384
0.48474237,1.1974163,2.6145926
0.48574287,1.1785474,1.8423176
0.48674336,1.1597755,1.504531
0.48774388,1.1410999,1.3175678
0.48874438,1.1225245,0.89739424
0.48974487,1.1040459,2.0730295
0.49074537,1.0856667,0.6226704
0.4917459,1.067385,2.0312994
0.49274638,1.0492041,1.1374669
0.49374688,1.0311236,0.30184442
0.49474737,1.0131435,-0.040856957
0.4957479,0.9952619,0.25354064
0.49674833,0.9774842,0.7827309
0.49774882,0.95980716,1.1958553
0.49874932,0.9422319,1.5446362
0.49974984,0.9247575,1.0816275
0.5007503,0.90738726,0.64899075
0.5017508,0.8901186,0.9295101
0.50275135,0.8729534,0.6487678
0.5037518,0.85589314,1.5793656
0.5047524,0.8389354,1.4585831
0.5057529,0.82208204,0.26479554
0.5067534,0.80533504,1.0219128
0.5077539,0.7886925,0.547659
0.5087544,0.77215576,0.50960815
0.5097549,0.75572395,1.7738227
0.5107554,0.739398,0.7847668
0.5117559,0.7231803,-0.09189969
0.51275635,0.7070689,0.34881368
0.5137569,0.69106436,0.76324207
0.51475734,0.6751671,0.027418733
0.51575786,0.6593785,0.6760641
0.5167583,0.64369774,0.517545
0.51775885,0.62812567,1.331154
0.51875937,0.61266184,0.3495507
0.51975983,0.59730816,0.7372472
0.52076036,0.5820627,0.5560694
0.5217609,0.5669279,0.19490334
0.52276134,0.5519037,0.23659661
0.52376187,0.5369892,0.64336294
0.52476233,0.5221858,0.13221484
0.52576286,0.507493,0.4113837
0.5267634,0.4929123,0.44734275
0.52776384,0.47844315,0.51494527
0.52876437,0.46408558,-0.52216774
0.5297649,0.44984055,-0.637136
0.53076535,0.43570852,0.33058998
0.5317659,0.42168808,-0.43349046
0.53276634,0.40778255,0.40077907
0.53376687,0.39398956,1.0223758
0.5347674,0.38030958,0.66621065
0.53576785,0.36674547,0.17723192
0.5367684,0.35329437,-0.08611807
0.5377689,0.3399582,0.08808103
0.53876936,0.32673693,0.9641895
0.5397699,0.31363058,0.27852276
0.54077035,0.3006401,0.26251006
0.5417709,0.28776455,0.3270341
0.5427714,0.27500534,0.25680286
0.54377186,0.26236296,0.7932183
0.5447724,0.24983549,0.027265623
0.5457729,0.23742533,0.09630272
0.5467734,0.22513294,0.39461783
0.5477739,0.2129569,-0.8601047
0.54877436,0.20089912,-0.68185514
0.5497749,0.18895817,0.35626963
0.5507754,0.17713451,0.16920914
0.5517759,0.16543007,0.89640844
0.55277634,0.15384483,0.13822252
0.55377686,0.1423769,0.5932379
0.5547773,0.13102818,-0.4103344
0.55577785,0.11979818,-1.4022287
0.5567783,0.10868788,-0.3204412
0.55777884,0.09769678,0.22063258
0.55877936,0.08682585,0.06841308
0.5597798,0.0760746,-0.26101467
0.5607804,0.065442085,-1.3873163
0.5617809,0.054931164,-0.13312331
0.5627814,0.04454136,0.22223765
0.5637819,0.034271717,0.17640115
0.5647824,0.024123192,-0.13230598
0.5657829,0.014095306,-0.34436983
0.5667834,0.0041890144,-0.23668547
0.5677839,-0.0055947304,-0.28827652
0.56878436,-0.015257359,1.3588743
0.5697849,-0.02479887,0.4860022
0.57078534,-0.034217358,0.06216947
0.57178587,-0.04351473,0.1102884
0.57278633,-0.05268812,-0.012554202
0.57378685,-0.0617404,-0.81139433
0.5747874,-0.07066965,-0.4600203
0.57578784,-0.0794754,-0.82433105
0.57678837,-0.08815861,-0.07298539
0.5777889,-0.09671879,0.8495332
0.57878935,-0.10515404,0.4341243
0.5797899,-0.11346722,-0.15774241
0.58079034,-0.121655464,-0.03492844
0.58179086,-0.12972164,-0.33491397
0.5827914,-0.13766289,0.30218917
0.58379185,-0.14547968,0.19901183
0.5847924,-0.1531725,0.72350204
0.5857929,-0.1607418,0.8148627
0.58679336,-0.16818476,0.31449485
0.5877939,-0.17550373,0.72220856
0.58879435,-0.18269825,0.062155306
0.5897949,-0.18976831,-0.26228264
0.5907954,-0.19671297,0.073901236
0.59179586,-0.20353174,-0.45208305
0.5927964,-0.21022558,0.21210241
0.5937969,-0.21679497,0.09875077
0.5947974,-0.22323751,-0.8997372
0.5957979,-0.2295556,-0.61809444
0.59679836,-0.23574734,-0.21786858
0.5977989,-0.24181366,-0.04757306
0.5987994,-0.2477541,0.044439107
0.5997999,-0.25356817,0.36488932
0.6008004,-0.25925636,-1.047411
0.6018009,-0.26481915,-0.06642996
0.6028014,-0.27025414,-0.6377027
0.6038019,-0.2755642,0.20005101
0.60480237,-0.28074694,-0.5036835
0.6058029,-0.2858038,-0.8965183
0.6068034,-0.29073477,-0.3474722
0.6078039,-0.29553795,-0.12593305
0.60880435,-0.30021524,-0.44217318
